"id","mac","glasses","pet.type","favorite.color","prior.gpa","height","tutoring","passed"
2592,TRUE,FALSE,"cat","blue",3.85,62,FALSE,TRUE
2593,FALSE,TRUE,"dog","green",2.93,70,FALSE,FALSE
2594,FALSE,FALSE,"dog","red",3.53,68,TRUE,TRUE
2595,FALSE,FALSE,"dog","red",3.68,62,FALSE,TRUE
2596,TRUE,FALSE,"none","red",2.68,63,FALSE,FALSE
2597,FALSE,FALSE,"dog","blue",3.45,63,FALSE,TRUE
2598,FALSE,TRUE,"dog","green",3.46,61,TRUE,FALSE
2599,TRUE,TRUE,"dog","red",3.16,68,FALSE,TRUE
2600,FALSE,TRUE,"none","red",3.22,69,TRUE,TRUE
2601,FALSE,FALSE,"cat","red",3.8,66,FALSE,TRUE
2602,FALSE,TRUE,"dog","orange",3.75,66,FALSE,TRUE
2603,TRUE,TRUE,"fish","blue",3.34,64,TRUE,TRUE
2604,FALSE,TRUE,"cat","green",3.96,67,TRUE,TRUE
2605,FALSE,FALSE,"none","green",3.7,65,FALSE,TRUE
2606,FALSE,TRUE,"none","red",3.85,64,TRUE,TRUE
2607,FALSE,FALSE,"none","red",3.85,63,TRUE,TRUE
2608,FALSE,FALSE,"dog","blue",3.14,68,TRUE,TRUE
2609,FALSE,TRUE,"dog","blue",2.55,69,FALSE,TRUE
2610,FALSE,FALSE,"cat","blue",3.99,72,FALSE,TRUE
2611,TRUE,FALSE,"dog","blue",3.45,68,FALSE,TRUE
2612,TRUE,TRUE,"cat","red",3.23,65,TRUE,TRUE
2613,FALSE,TRUE,"none","blue",3.01,62,FALSE,TRUE
2614,FALSE,FALSE,"dog","blue",3.5,72,TRUE,TRUE
2615,TRUE,FALSE,"none","orange",3.95,62,TRUE,TRUE
2616,FALSE,FALSE,"none","green",3.59,66,FALSE,TRUE
2617,FALSE,TRUE,"dog","green",3.91,68,FALSE,TRUE
2618,TRUE,FALSE,"dog","red",3.26,69,FALSE,TRUE
2619,TRUE,FALSE,"dog","blue",3.43,68,FALSE,TRUE
2620,FALSE,FALSE,"dog","blue",3.6,71,FALSE,TRUE
2621,TRUE,FALSE,"none","blue",3.85,64,FALSE,TRUE
2622,FALSE,TRUE,"fish","green",3.46,62,TRUE,TRUE
2623,FALSE,TRUE,"dog","blue",3.71,61,FALSE,TRUE
2624,TRUE,TRUE,"none","blue",3.53,66,FALSE,TRUE
2625,FALSE,TRUE,"none","green",2.04,68,FALSE,TRUE
2626,FALSE,FALSE,"cat","red",3.31,64,FALSE,TRUE
2627,FALSE,FALSE,"none","red",2.95,64,FALSE,FALSE
2628,FALSE,FALSE,"none","orange",2.74,66,FALSE,FALSE
2629,FALSE,TRUE,"dog","red",2.86,73,FALSE,FALSE
2630,FALSE,FALSE,"none","blue",3.43,65,FALSE,FALSE
2631,TRUE,FALSE,"dog","red",3.72,66,FALSE,TRUE
2632,TRUE,FALSE,"cat","blue",3.58,69,TRUE,FALSE
2633,FALSE,TRUE,"none","blue",3.77,70,FALSE,FALSE
2634,FALSE,FALSE,"dog","red",3.86,62,TRUE,TRUE
2635,FALSE,FALSE,"dog","red",3,64,FALSE,TRUE
2636,TRUE,FALSE,"none","red",2.34,63,TRUE,FALSE
2637,FALSE,FALSE,"dog","blue",2.51,64,FALSE,FALSE
2638,TRUE,FALSE,"dog","blue",3.41,64,TRUE,TRUE
2639,FALSE,FALSE,"none","blue",3.17,66,FALSE,TRUE
2640,FALSE,FALSE,"cat","red",3.06,69,FALSE,TRUE
2641,FALSE,TRUE,"none","blue",3.14,65,FALSE,TRUE
2642,TRUE,FALSE,"cat","red",2.34,68,FALSE,TRUE
2643,FALSE,FALSE,"dog","red",2.98,65,FALSE,TRUE
2644,FALSE,FALSE,"none","blue",3.77,68,FALSE,TRUE
2645,TRUE,FALSE,"dog","orange",3.9,64,TRUE,TRUE
2646,TRUE,FALSE,"none","red",2.87,62,FALSE,TRUE
2647,FALSE,TRUE,"dog","red",3.87,69,FALSE,TRUE
2648,FALSE,TRUE,"dog","blue",2.85,69,TRUE,FALSE
2649,TRUE,FALSE,"dog","red",2.92,73,FALSE,FALSE
2650,TRUE,TRUE,"cat","blue",3.42,64,TRUE,TRUE
2651,TRUE,TRUE,"fish","red",3.76,61,FALSE,TRUE
2652,TRUE,FALSE,"dog","red",3.67,66,FALSE,TRUE
2653,FALSE,FALSE,"fish","red",3.44,67,FALSE,TRUE
2654,TRUE,FALSE,"dog","blue",3.97,67,TRUE,FALSE
2655,FALSE,TRUE,"none","blue",3.81,63,FALSE,TRUE
2656,FALSE,TRUE,"none","blue",2.77,67,FALSE,TRUE
2657,FALSE,FALSE,"dog","green",2.56,68,TRUE,TRUE
2658,FALSE,FALSE,"dog","red",3.59,61,FALSE,TRUE
2659,FALSE,FALSE,"dog","blue",2.77,68,TRUE,TRUE
2660,FALSE,TRUE,"dog","orange",3.59,66,FALSE,TRUE
2661,FALSE,FALSE,"none","red",2.53,68,TRUE,FALSE
2662,FALSE,TRUE,"cat","red",3.23,68,FALSE,TRUE
2663,TRUE,FALSE,"dog","orange",3.21,70,TRUE,TRUE
2664,FALSE,FALSE,"dog","green",3.33,60,TRUE,FALSE
2665,TRUE,FALSE,"none","red",3.85,65,TRUE,TRUE
2666,FALSE,FALSE,"dog","blue",3.69,66,TRUE,TRUE
2667,FALSE,TRUE,"cat","red",3.97,63,FALSE,TRUE
2668,TRUE,FALSE,"cat","blue",3.24,68,FALSE,TRUE
2669,FALSE,FALSE,"none","blue",3.76,64,TRUE,TRUE
2670,FALSE,FALSE,"none","blue",3.67,66,FALSE,TRUE
2671,FALSE,FALSE,"cat","red",3.25,69,FALSE,TRUE
2672,FALSE,FALSE,"none","blue",3.94,66,FALSE,TRUE
2673,FALSE,FALSE,"none","orange",2.47,69,FALSE,TRUE
2674,FALSE,FALSE,"none","blue",2.03,65,TRUE,TRUE
2675,FALSE,TRUE,"dog","blue",3.76,62,FALSE,TRUE
2676,FALSE,TRUE,"dog","blue",3.85,66,FALSE,TRUE
2677,TRUE,FALSE,"dog","red",3.62,67,FALSE,TRUE
2678,FALSE,FALSE,"none","blue",2.12,68,FALSE,FALSE
2679,FALSE,TRUE,"dog","green",3.32,65,TRUE,TRUE
2680,FALSE,FALSE,"cat","blue",2.75,69,TRUE,FALSE
2681,TRUE,TRUE,"cat","red",2.48,66,FALSE,FALSE
2682,FALSE,FALSE,"none","blue",3.72,71,FALSE,TRUE
2683,FALSE,FALSE,"cat","red",1.37,64,FALSE,FALSE
2684,FALSE,FALSE,"none","blue",3.95,66,TRUE,TRUE
2685,TRUE,FALSE,"cat","blue",3.43,66,TRUE,TRUE
2686,FALSE,TRUE,"dog","blue",3.23,67,FALSE,TRUE
2687,FALSE,TRUE,"dog","blue",3.86,63,FALSE,TRUE
2688,FALSE,TRUE,"dog","green",1.41,62,TRUE,FALSE
2689,TRUE,FALSE,"none","blue",3.74,61,FALSE,TRUE
2690,FALSE,TRUE,"dog","green",3.05,66,TRUE,TRUE
2691,FALSE,FALSE,"dog","red",3.02,65,FALSE,TRUE
2692,FALSE,FALSE,"none","green",3.75,67,FALSE,TRUE
2693,TRUE,TRUE,"dog","red",3.79,63,FALSE,TRUE
2694,TRUE,FALSE,"dog","blue",3.9,66,FALSE,FALSE
2695,FALSE,FALSE,"dog","blue",2.92,65,FALSE,FALSE
2696,FALSE,FALSE,"none","green",3.19,61,TRUE,TRUE
2697,FALSE,TRUE,"dog","red",3.55,65,FALSE,TRUE
2698,FALSE,FALSE,"dog","blue",3.45,69,TRUE,TRUE
2699,FALSE,FALSE,"none","red",1.19,64,FALSE,FALSE
2700,FALSE,FALSE,"none","green",3.12,66,TRUE,FALSE
2701,TRUE,FALSE,"none","blue",3.14,64,FALSE,FALSE
2702,FALSE,TRUE,"none","blue",3.16,68,TRUE,TRUE
2703,FALSE,TRUE,"dog","green",3.37,66,TRUE,TRUE
2704,FALSE,TRUE,"cat","red",1.97,71,FALSE,FALSE
2705,FALSE,TRUE,"dog","blue",3.8,67,FALSE,TRUE
2706,FALSE,FALSE,"none","green",3.22,67,FALSE,TRUE
2707,FALSE,TRUE,"none","blue",3.7,65,TRUE,TRUE
2708,TRUE,TRUE,"fish","red",3.55,62,FALSE,TRUE
2709,FALSE,FALSE,"none","green",3.99,73,FALSE,FALSE
2710,TRUE,FALSE,"dog","blue",3.8,61,FALSE,TRUE
2711,TRUE,FALSE,"dog","blue",3.89,66,TRUE,TRUE
2712,TRUE,TRUE,"dog","green",3.12,68,TRUE,TRUE
2713,FALSE,TRUE,"cat","orange",1.85,61,TRUE,TRUE
2714,FALSE,FALSE,"none","green",3.02,68,TRUE,TRUE
2715,FALSE,FALSE,"dog","blue",2.64,68,FALSE,FALSE
2716,TRUE,FALSE,"none","red",3.65,65,FALSE,TRUE
2717,FALSE,TRUE,"dog","blue",3.09,63,TRUE,TRUE
2718,FALSE,FALSE,"dog","blue",3.36,69,TRUE,TRUE
2719,FALSE,FALSE,"cat","orange",3.1,68,TRUE,TRUE
2720,FALSE,FALSE,"cat","red",3.46,66,TRUE,TRUE
2721,FALSE,TRUE,"none","blue",3.69,67,TRUE,TRUE
2722,FALSE,TRUE,"none","blue",1.96,65,FALSE,FALSE
2723,FALSE,FALSE,"none","red",3.27,67,TRUE,TRUE
2724,FALSE,FALSE,"none","red",3.84,63,TRUE,TRUE
2725,FALSE,TRUE,"none","blue",3.01,70,TRUE,FALSE
2726,FALSE,FALSE,"none","green",3.63,64,FALSE,TRUE
2727,TRUE,FALSE,"cat","red",2.3,68,FALSE,TRUE
2728,FALSE,FALSE,"dog","green",3.03,67,TRUE,FALSE
2729,TRUE,FALSE,"none","red",3.71,65,FALSE,TRUE
2730,TRUE,TRUE,"cat","blue",3.84,63,FALSE,TRUE
2731,FALSE,FALSE,"dog","blue",3.27,67,TRUE,TRUE
2732,FALSE,FALSE,"none","red",3.19,65,FALSE,TRUE
2733,FALSE,FALSE,"dog","red",3.72,65,TRUE,TRUE
2734,FALSE,TRUE,"cat","red",3.53,67,FALSE,TRUE
2735,FALSE,TRUE,"cat","red",3.93,63,FALSE,TRUE
2736,FALSE,FALSE,"dog","red",3.61,58,TRUE,TRUE
2737,FALSE,FALSE,"none","green",2.78,67,FALSE,TRUE
2738,FALSE,TRUE,"none","orange",3.07,69,TRUE,TRUE
2739,FALSE,TRUE,"none","blue",2.92,60,FALSE,TRUE
2740,FALSE,TRUE,"none","red",4,66,TRUE,TRUE
2741,TRUE,FALSE,"dog","green",3.81,65,TRUE,TRUE
2742,FALSE,FALSE,"dog","blue",3.54,67,FALSE,TRUE
2743,FALSE,FALSE,"dog","orange",3.34,61,FALSE,TRUE
2744,FALSE,TRUE,"fish","green",3.1,62,FALSE,FALSE
2745,FALSE,FALSE,"dog","green",3.68,66,TRUE,TRUE
2746,TRUE,FALSE,"dog","orange",2.77,58,FALSE,TRUE
2747,FALSE,FALSE,"cat","blue",3.65,66,FALSE,TRUE
2748,FALSE,TRUE,"cat","red",3.64,68,TRUE,TRUE
2749,TRUE,FALSE,"dog","blue",3.47,63,TRUE,TRUE
2750,FALSE,TRUE,"none","red",2.53,59,TRUE,TRUE
2751,TRUE,FALSE,"none","green",3.54,65,FALSE,TRUE
2752,FALSE,FALSE,"dog","red",2.84,67,FALSE,FALSE
2753,FALSE,FALSE,"none","red",3.87,68,TRUE,TRUE
2754,FALSE,TRUE,"none","green",3.02,65,FALSE,TRUE
2755,FALSE,FALSE,"dog","orange",3.33,64,FALSE,TRUE
2756,TRUE,TRUE,"cat","green",2.63,67,TRUE,FALSE
2757,TRUE,FALSE,"none","green",3.06,69,TRUE,FALSE
2758,FALSE,FALSE,"none","green",3.25,67,FALSE,TRUE
2759,FALSE,TRUE,"fish","blue",3.38,63,FALSE,TRUE
2760,FALSE,FALSE,"dog","green",3.62,68,TRUE,TRUE
2761,FALSE,FALSE,"dog","red",3.79,75,FALSE,TRUE
2762,FALSE,FALSE,"none","green",3.46,67,FALSE,TRUE
2763,FALSE,FALSE,"fish","blue",2.94,59,TRUE,FALSE
2764,FALSE,FALSE,"none","red",2.21,60,FALSE,TRUE
2765,FALSE,TRUE,"none","blue",2.68,69,TRUE,TRUE
2766,TRUE,TRUE,"cat","green",2.02,66,TRUE,TRUE
2767,TRUE,TRUE,"dog","blue",2.97,69,FALSE,TRUE
2768,FALSE,FALSE,"none","red",3.88,63,FALSE,TRUE
2769,FALSE,TRUE,"cat","red",3.06,66,TRUE,FALSE
2770,TRUE,FALSE,"none","blue",3.6,64,TRUE,TRUE
2771,TRUE,TRUE,"none","blue",3.96,65,TRUE,TRUE
2772,FALSE,TRUE,"none","blue",3.44,67,TRUE,FALSE
2773,TRUE,TRUE,"none","red",3.85,62,FALSE,TRUE
2774,FALSE,FALSE,"none","blue",3.63,66,TRUE,TRUE
2775,FALSE,TRUE,"none","blue",2.55,64,FALSE,TRUE
2776,FALSE,TRUE,"cat","blue",3.14,70,FALSE,TRUE
2777,FALSE,TRUE,"dog","green",3,70,TRUE,TRUE
2778,TRUE,FALSE,"dog","orange",2.94,73,TRUE,FALSE
2779,FALSE,FALSE,"none","blue",2.84,69,TRUE,TRUE
2780,TRUE,FALSE,"none","blue",0.72,67,TRUE,FALSE
2781,FALSE,FALSE,"none","orange",3.23,68,TRUE,FALSE
2782,TRUE,FALSE,"dog","orange",3.07,68,FALSE,TRUE
2783,FALSE,FALSE,"none","blue",3.91,62,FALSE,FALSE
2784,FALSE,TRUE,"none","red",3.92,70,TRUE,TRUE
2785,TRUE,TRUE,"none","red",3.74,65,TRUE,TRUE
2786,FALSE,FALSE,"none","blue",2.84,72,TRUE,TRUE
2787,FALSE,FALSE,"dog","blue",3.03,64,FALSE,TRUE
2788,FALSE,FALSE,"cat","blue",3.47,67,FALSE,TRUE
2789,FALSE,TRUE,"none","blue",3.22,70,TRUE,TRUE
2790,FALSE,FALSE,"none","green",3.83,63,FALSE,TRUE
2791,TRUE,TRUE,"cat","red",3.8,67,TRUE,TRUE
2792,FALSE,FALSE,"none","blue",3.9,68,FALSE,TRUE
2793,FALSE,FALSE,"dog","green",3.47,64,FALSE,TRUE
2794,FALSE,FALSE,"dog","blue",3.95,62,TRUE,TRUE
2795,FALSE,FALSE,"dog","red",3.34,69,TRUE,TRUE
2796,TRUE,FALSE,"dog","blue",3.27,68,TRUE,FALSE
2797,FALSE,FALSE,"none","orange",3.51,71,FALSE,TRUE
2798,FALSE,FALSE,"dog","red",2.52,67,FALSE,TRUE
2799,FALSE,FALSE,"dog","red",1.34,68,TRUE,FALSE
2800,FALSE,FALSE,"none","green",3.31,64,FALSE,TRUE
2801,FALSE,FALSE,"none","blue",2.99,68,FALSE,TRUE
2802,FALSE,TRUE,"fish","green",3.82,64,FALSE,TRUE
2803,FALSE,FALSE,"none","green",3.45,63,FALSE,TRUE
2804,FALSE,FALSE,"dog","red",3.83,68,TRUE,TRUE
2805,TRUE,FALSE,"none","blue",3.65,62,TRUE,TRUE
2806,TRUE,TRUE,"none","red",3.97,69,FALSE,TRUE
2807,FALSE,TRUE,"none","orange",3.45,64,FALSE,TRUE
2808,FALSE,FALSE,"dog","blue",1.95,67,FALSE,FALSE
2809,FALSE,FALSE,"dog","blue",3.22,62,FALSE,TRUE
2810,FALSE,FALSE,"dog","orange",3.34,65,FALSE,TRUE
2811,FALSE,FALSE,"dog","blue",3.95,68,TRUE,TRUE
2812,FALSE,FALSE,"none","red",3.67,69,FALSE,TRUE
2813,TRUE,FALSE,"dog","green",3.9,63,FALSE,TRUE
2814,FALSE,TRUE,"fish","red",3.63,66,TRUE,TRUE
2815,FALSE,FALSE,"dog","green",3.94,64,TRUE,TRUE
2816,FALSE,FALSE,"dog","red",3.4,71,FALSE,TRUE
2817,TRUE,TRUE,"none","blue",3.82,67,TRUE,TRUE
2818,TRUE,TRUE,"none","red",3.93,67,TRUE,TRUE
2819,FALSE,TRUE,"fish","red",3.76,65,FALSE,TRUE
2820,FALSE,TRUE,"dog","red",3.85,65,FALSE,TRUE
2821,FALSE,FALSE,"cat","red",2.92,67,FALSE,FALSE
2822,FALSE,TRUE,"dog","blue",3.66,72,FALSE,TRUE
2823,FALSE,TRUE,"dog","blue",2.66,68,TRUE,FALSE
2824,FALSE,FALSE,"cat","red",3.34,63,TRUE,TRUE
2825,FALSE,TRUE,"none","red",2.28,65,FALSE,FALSE
2826,FALSE,FALSE,"cat","red",1.11,65,TRUE,FALSE
2827,FALSE,FALSE,"dog","blue",3.85,71,FALSE,FALSE
2828,FALSE,TRUE,"dog","blue",3.42,66,TRUE,FALSE
2829,FALSE,TRUE,"cat","green",3.58,69,FALSE,FALSE
2830,FALSE,TRUE,"none","blue",3.49,63,TRUE,TRUE
2831,FALSE,TRUE,"none","red",2.62,70,FALSE,TRUE
2832,TRUE,FALSE,"dog","red",2.6,65,TRUE,TRUE
2833,TRUE,FALSE,"none","blue",3.93,65,FALSE,TRUE
2834,FALSE,TRUE,"cat","blue",2.91,65,FALSE,TRUE
2835,FALSE,FALSE,"dog","red",2.73,67,FALSE,TRUE
2836,FALSE,FALSE,"none","blue",2.52,70,FALSE,TRUE
2837,TRUE,FALSE,"dog","blue",1.98,61,FALSE,FALSE
2838,FALSE,FALSE,"dog","orange",3.91,65,TRUE,TRUE
2839,FALSE,FALSE,"none","blue",3.45,62,FALSE,TRUE
2840,FALSE,TRUE,"dog","blue",3.65,65,TRUE,TRUE
2841,FALSE,TRUE,"none","green",3.75,69,TRUE,TRUE
2842,TRUE,TRUE,"dog","red",3.86,66,FALSE,FALSE
2843,FALSE,TRUE,"none","red",3.07,63,TRUE,TRUE
2844,FALSE,TRUE,"dog","red",2.86,68,TRUE,FALSE
2845,FALSE,TRUE,"none","blue",1.75,69,TRUE,TRUE
2846,TRUE,FALSE,"none","red",3.93,62,FALSE,TRUE
2847,TRUE,FALSE,"cat","blue",3.57,67,FALSE,TRUE
2848,TRUE,FALSE,"dog","red",3.55,70,TRUE,TRUE
2849,TRUE,TRUE,"dog","green",3.31,62,FALSE,TRUE
2850,TRUE,TRUE,"dog","green",3.13,71,FALSE,TRUE
2851,FALSE,TRUE,"none","blue",3.85,68,TRUE,TRUE
2852,FALSE,TRUE,"dog","green",2.8,61,TRUE,TRUE
2853,TRUE,FALSE,"dog","blue",3.71,72,FALSE,TRUE
2854,TRUE,TRUE,"dog","red",3.98,67,FALSE,TRUE
2855,TRUE,FALSE,"dog","blue",3.71,60,TRUE,TRUE
2856,FALSE,FALSE,"cat","blue",3.91,64,FALSE,TRUE
2857,FALSE,FALSE,"dog","green",3.38,67,FALSE,TRUE
2858,FALSE,FALSE,"dog","orange",3.81,69,TRUE,TRUE
2859,FALSE,TRUE,"dog","blue",3.41,66,FALSE,FALSE
2860,FALSE,FALSE,"none","green",3.05,66,TRUE,TRUE
2861,TRUE,FALSE,"dog","green",3.69,63,FALSE,FALSE
2862,FALSE,FALSE,"none","blue",3.5,65,TRUE,FALSE
2863,FALSE,FALSE,"none","green",2.68,61,TRUE,TRUE
2864,TRUE,FALSE,"none","orange",3.77,61,FALSE,TRUE
2865,FALSE,TRUE,"dog","green",2.76,65,FALSE,FALSE
2866,TRUE,FALSE,"none","red",3.97,64,FALSE,TRUE
2867,FALSE,FALSE,"cat","green",2.78,64,FALSE,TRUE
2868,FALSE,TRUE,"dog","blue",3.92,66,FALSE,TRUE
2869,FALSE,FALSE,"none","blue",1.87,66,FALSE,TRUE
2870,FALSE,TRUE,"dog","green",3.32,66,FALSE,TRUE
2871,FALSE,TRUE,"cat","blue",2.83,69,FALSE,TRUE
2872,TRUE,TRUE,"dog","green",3.58,65,FALSE,TRUE
2873,FALSE,TRUE,"none","blue",3.01,72,FALSE,FALSE
2874,FALSE,TRUE,"none","blue",3.87,66,FALSE,TRUE
2875,FALSE,TRUE,"none","blue",2.38,72,FALSE,FALSE
2876,FALSE,FALSE,"fish","blue",3.87,68,FALSE,TRUE
2877,FALSE,FALSE,"none","green",3.94,64,TRUE,TRUE
2878,FALSE,TRUE,"none","blue",3.86,66,TRUE,TRUE
2879,TRUE,FALSE,"cat","blue",3.58,70,TRUE,TRUE
2880,FALSE,FALSE,"dog","blue",2.8,68,TRUE,TRUE
2881,FALSE,TRUE,"none","blue",2.22,69,TRUE,TRUE
2882,FALSE,TRUE,"none","orange",3.99,66,FALSE,TRUE
2883,FALSE,FALSE,"dog","green",3.77,64,FALSE,TRUE
2884,TRUE,FALSE,"none","red",3.69,67,TRUE,TRUE
2885,TRUE,TRUE,"dog","red",3.91,65,FALSE,TRUE
2886,TRUE,TRUE,"dog","green",3.99,63,TRUE,TRUE
2887,FALSE,TRUE,"none","green",3.74,66,FALSE,TRUE
2888,TRUE,FALSE,"none","blue",3.42,66,FALSE,TRUE
2889,FALSE,TRUE,"cat","red",2.83,67,FALSE,TRUE
2890,FALSE,FALSE,"none","green",3.82,66,TRUE,FALSE
2891,FALSE,FALSE,"dog","red",2.72,68,TRUE,TRUE
2892,TRUE,FALSE,"dog","red",3.17,67,TRUE,FALSE
2893,TRUE,FALSE,"none","green",2.75,70,FALSE,FALSE
2894,TRUE,FALSE,"cat","blue",2.44,71,FALSE,FALSE
2895,FALSE,TRUE,"none","green",3.57,70,FALSE,TRUE
2896,FALSE,TRUE,"none","blue",3.35,73,FALSE,TRUE
2897,FALSE,FALSE,"none","orange",3.98,61,TRUE,TRUE
2898,TRUE,FALSE,"cat","blue",2.58,64,FALSE,TRUE
2899,TRUE,TRUE,"dog","green",3.19,69,TRUE,TRUE
2900,TRUE,FALSE,"dog","red",2.8,68,FALSE,FALSE
2901,FALSE,TRUE,"cat","green",3.37,74,FALSE,TRUE
2902,FALSE,TRUE,"dog","green",3.86,69,TRUE,TRUE
2903,FALSE,FALSE,"dog","blue",3.86,63,TRUE,TRUE
2904,FALSE,FALSE,"none","green",3.11,73,TRUE,TRUE
2905,FALSE,FALSE,"dog","blue",1.75,64,FALSE,TRUE
2906,FALSE,TRUE,"dog","blue",3.96,66,TRUE,TRUE
2907,FALSE,FALSE,"dog","blue",3.81,63,TRUE,TRUE
2908,FALSE,FALSE,"none","blue",3.42,67,TRUE,TRUE
2909,FALSE,TRUE,"dog","red",2.65,65,FALSE,TRUE
2910,FALSE,FALSE,"dog","blue",2.62,60,TRUE,FALSE
2911,TRUE,TRUE,"cat","orange",3.6,61,TRUE,TRUE
2912,FALSE,TRUE,"dog","blue",3.03,66,FALSE,FALSE
2913,FALSE,FALSE,"none","red",2.8,69,TRUE,FALSE
2914,TRUE,TRUE,"none","green",3.44,63,TRUE,TRUE
2915,FALSE,TRUE,"dog","red",3.6,73,FALSE,TRUE
2916,FALSE,FALSE,"none","orange",3.76,65,TRUE,TRUE
2917,TRUE,TRUE,"cat","red",3.23,66,FALSE,FALSE
2918,FALSE,TRUE,"dog","blue",3.45,67,TRUE,FALSE
2919,TRUE,TRUE,"cat","red",2.85,66,FALSE,TRUE
2920,FALSE,TRUE,"dog","blue",3.08,62,TRUE,TRUE
2921,TRUE,TRUE,"dog","red",3.74,74,FALSE,TRUE
2922,FALSE,TRUE,"none","blue",3.87,66,TRUE,TRUE
2923,FALSE,TRUE,"none","green",3.34,64,TRUE,TRUE
2924,FALSE,FALSE,"none","blue",3.13,70,TRUE,FALSE
2925,TRUE,FALSE,"cat","green",3.76,73,FALSE,TRUE
2926,TRUE,FALSE,"none","red",3.26,61,TRUE,TRUE
2927,FALSE,FALSE,"fish","green",3.16,66,TRUE,FALSE
2928,FALSE,FALSE,"none","orange",2.97,67,TRUE,TRUE
2929,FALSE,FALSE,"dog","red",3.94,67,TRUE,TRUE
2930,TRUE,FALSE,"dog","blue",3.8,66,FALSE,TRUE
2931,FALSE,FALSE,"none","green",2.99,69,TRUE,TRUE
2932,TRUE,TRUE,"cat","green",3.52,66,FALSE,FALSE
2933,TRUE,FALSE,"none","blue",3.2,64,FALSE,TRUE
2934,TRUE,FALSE,"dog","red",3.28,64,FALSE,TRUE
2935,FALSE,FALSE,"none","blue",3.37,66,TRUE,TRUE
2936,TRUE,TRUE,"none","red",2.58,61,FALSE,FALSE
2937,FALSE,TRUE,"none","blue",3.91,64,FALSE,TRUE
2938,FALSE,FALSE,"dog","blue",3.96,68,TRUE,TRUE
2939,TRUE,FALSE,"none","red",3.94,64,FALSE,TRUE
2940,FALSE,FALSE,"dog","blue",3.89,66,TRUE,TRUE
2941,FALSE,TRUE,"dog","blue",3.34,69,FALSE,TRUE
2942,FALSE,FALSE,"none","orange",2.78,66,FALSE,TRUE
2943,TRUE,TRUE,"dog","green",1.95,64,FALSE,FALSE
2944,FALSE,FALSE,"fish","red",3.9,65,TRUE,TRUE
2945,FALSE,FALSE,"dog","green",3.65,62,TRUE,TRUE
2946,FALSE,FALSE,"none","blue",3.65,66,TRUE,TRUE
2947,TRUE,FALSE,"dog","blue",3.54,69,TRUE,TRUE
2948,TRUE,FALSE,"none","blue",2.81,67,TRUE,TRUE
2949,FALSE,FALSE,"dog","blue",2.77,64,TRUE,TRUE
2950,FALSE,FALSE,"cat","orange",3.89,68,TRUE,TRUE
2951,TRUE,TRUE,"none","red",3.23,67,FALSE,TRUE
2952,FALSE,TRUE,"none","green",3.88,68,FALSE,TRUE
2953,TRUE,FALSE,"dog","orange",2.88,62,FALSE,TRUE
2954,FALSE,TRUE,"dog","blue",3.82,60,TRUE,TRUE
2955,FALSE,FALSE,"cat","blue",2.82,62,FALSE,TRUE
2956,TRUE,FALSE,"none","green",2.43,75,FALSE,TRUE
2957,TRUE,TRUE,"dog","green",3.53,62,FALSE,TRUE
2958,FALSE,TRUE,"dog","blue",3.92,64,FALSE,TRUE
2959,FALSE,FALSE,"fish","blue",3.66,62,TRUE,TRUE
2960,TRUE,TRUE,"none","red",3.97,62,TRUE,TRUE
2961,FALSE,FALSE,"dog","blue",3.88,66,FALSE,TRUE
2962,TRUE,FALSE,"dog","red",3.81,71,FALSE,TRUE
2963,FALSE,FALSE,"fish","blue",3.57,63,TRUE,TRUE
2964,FALSE,TRUE,"none","blue",1.95,67,FALSE,FALSE
2965,FALSE,TRUE,"none","red",3.29,61,TRUE,TRUE
2966,FALSE,TRUE,"dog","red",3.2,67,TRUE,TRUE
2967,FALSE,FALSE,"dog","red",3.49,61,FALSE,TRUE
2968,FALSE,TRUE,"none","blue",3.65,62,TRUE,TRUE
2969,FALSE,FALSE,"none","blue",3.1,68,TRUE,TRUE
2970,TRUE,FALSE,"cat","orange",3.88,68,FALSE,TRUE
2971,FALSE,FALSE,"none","blue",3.96,66,FALSE,FALSE
2972,FALSE,FALSE,"none","red",3.75,70,FALSE,TRUE
2973,FALSE,TRUE,"none","red",3.68,64,TRUE,TRUE
2974,FALSE,FALSE,"none","red",3.18,62,FALSE,TRUE
2975,FALSE,FALSE,"none","orange",3.57,66,TRUE,FALSE
2976,FALSE,TRUE,"none","green",3.52,62,TRUE,TRUE
2977,FALSE,FALSE,"none","green",3.13,60,TRUE,TRUE
2978,FALSE,FALSE,"none","blue",3.95,73,TRUE,TRUE
2979,TRUE,TRUE,"none","blue",2.86,66,TRUE,TRUE
2980,FALSE,TRUE,"dog","green",3.08,64,FALSE,TRUE
2981,TRUE,TRUE,"none","blue",3.86,66,FALSE,TRUE
2982,FALSE,TRUE,"none","red",3.43,64,TRUE,TRUE
2983,FALSE,FALSE,"dog","green",3.89,68,FALSE,TRUE
2984,FALSE,TRUE,"cat","blue",2.85,63,FALSE,TRUE
2985,TRUE,FALSE,"dog","orange",3.11,67,TRUE,TRUE
2986,FALSE,TRUE,"dog","red",2.54,66,FALSE,FALSE
2987,FALSE,TRUE,"none","green",3.39,69,TRUE,TRUE
2988,FALSE,FALSE,"dog","blue",3.9,63,FALSE,TRUE
2989,TRUE,FALSE,"dog","blue",2.45,64,TRUE,FALSE
